Marsji Language — Canonical Lexical Lock						
Version: 1.0						
Locked: 16 May 2026 — 20:26 UTC						
Total Entries: 1087070						
Author: Gino Rouzee						
						
ID		    EN				        MJ
349225		fria				bemos
349226		friabilities				ifimusavi
349227		friability				efemosin
349228		friable				bumare
349229		friableness				afamezejen
349230		friablenesses				ufumazaju
349231		friabler				ufumazen
349232		friablest				ifimuze
349233		friably				bomirata
349234		friaco				bimuaa
349235		friaje				ufumot
349236		friand				bimuae
349237		friande				bomipan
349238		friandes				bomipiun
349239		friandise				bomipiin
349240		friands				bimupen
349241		friant				bimuo
349242		friants				bimupet
349243		friar				efemoa
349244		friarbird				bomicein
349245		friarbirds				bomicea
349246		friaress				afamezu
349247		friarhood				afamero
349248		friaries				afamesin
349249		friarlike				bimuceun
349250		friarling				ifimuzo
349251		friarly				bomicun
349252		friars				efemen
349253		friarship				ifimuwa
349254		friarton				afamebot
349255		friary				ifimon
349256		friarys				ifimuan
349257		frias				bemoqo
349258		friasian				ufumeson
349259		friation				bamewae
349260		frib				afani
349261		friba				efene
349262		fribble				ifinui
349263		fribbled				bimareen
349264		fribbledom				bimareat
349265		fribbleism				efenozu
349266		fribbler				bumeroin
349267		fribblers				bumeroaa
349268		fribblery				bemiruen
349269		fribbles				ifinuzat
349270		fribbling				bimaree
349271		fribblish				bamoriin
349272		fribby				bimaota
349273		friberg				bemiva
349274		frible				bimaaa
349275		friborg				bumefot
349276		friborgh				ufunoqan
349277		fribourg				bimafaan
349278		fribourgeois				bumefewue
349279		fribromyositis				ufunahori
349280		fribs				afanoa
349281		friburgia				bomubea
349282		fribusculum				bumebuvii
349283		frica				bemun
349284		fricace				baminen
349285		fricadel				bimenuen
349286		fricadels				bimenuon
349287		fricandeau				bomanou
349288		fricandeaus				bomanozeot
349289		fricandeaux				ufurufufi
349290		fricandel				afarafin
349291		fricandelle				bimenizoun
349292		fricando				baminaan
349293		fricandoe				bumonuot
349294		fricandoes				bumonuo
349295		fricandos				baminaun
349296		fricano				afarae
349297		fricass				bemunot
349298		fricasse				baminai
349299		fricassee				bumonuin
349300		fricasseed				ifiriwun
349301		fricasseeing				oforowefun
349302		fricassees				bumonua
349303		fricasseing				ifiriwofen
349304		fricated				bumonae
349305		fricatio				oforobo
349306		frication				bamineu
349307		fricatise				ufurubon
349308		fricatised				bumonao
349309		fricativ				bumonaot
349310		fricative				bimenui
349311		fricatively				ifiribola
349312		fricativeness				ufurubilin
349313		fricatives				bimenuat
349314		fricativisation				bumonatuen
349315		fricativise				bimenutiu
349316		fricativised				oforobelat
349317		fricativises				bimenutiot
349318		fricativising				oforobelo
349319		fricativization				afarabula
349320		fricativize				ufurubilun
349321		fricativized				bumonatui
349322		fricativizes				ufurubilu
349323		fricativizing				bumonatuot
349324		fricatization				bomaniteat
349325		fricatize				bemunoen
349326		fricatized				afarabot
349327		fricatizes				bemunoon
349328		fricatizing				afarabusan
349329		fricatrice				baminee
349330		fricc				bamis
349331		fricced				ifiraet
349332		friccing				ifirasu
349333		friccs				bamiena
349334		frice				bumova
349335		fricht				bamion
349336		frichted				ifirubat
349337		frichting				ifirubo
349338		frichts				baminan
349339		frick				bumot
349340		fricke				bimea
349341		fricked				oforeu
349342		fricken				afarue
349343		fricker				ifiroan
349344		fricket				oforein
349345		frickey				bamiton
349346		frickin				eferaan
349347		fricking				oforeson
349348		frickle				eferaon
349349		frickled				bemutuo
349350		frickley				ifirozun
349351		frickling				bemutuun
349352		fricks				bumoe
349353		frico				bomaf
349354		fricolateral				bamifisio
349355		fricot				eferen
349356		fricti				ufura
349357		friction				bumowuo
349358		frictionable				bimewijaot
349359		frictional				ifireso
349360		frictionally				bumowujee
349361		frictionise				bimewijaota
349362		frictionises				bimewijao
349363		frictionite				oforasojun
349364		frictionize				ufurosuju
349365		frictionized				bumowujeat
349366		frictionizes				ufurosujot
349367		frictionizing				bumowujeo
349368		frictionless				eferusejen
349369		frictionlessly				bomawojuu
349370		frictionlessness				bimewijaun
349371		frictionproof				eferusejat
349372		frictions				bumowuet
349373		frictiony				bemuwei
349374		frictious				afariso
349375		frictive				bomawoe
349376		frida				afasaa
349377		fridamania				bimonoun
349378		friday				ofosun
349379		fridayish				bimonuat
349380		fridayitis				bomenio
349381		fridayness				buminao
349382		fridays				ofosou
349383		friddle				efesuen
349384		frideka				ifisoi
349385		fridell				afasue
349386		friden				bemau
349387		friderichsen				bemavatie
349388		fridge				ufusot
349389		fridged				bumime
349390		fridgeful				ifisizot
349391		fridgeless				bomemua
349392		fridgelike				bemamiat
349393		fridges				ufusuo
349394		fridgescaping				afasazuze
349395		fridgey				efeseet
349396		fridgie				ufusuen
349397		fridging				bumimuet
349398		fridgy				ofosu
349399		fridia				afasat
349400		fridigern				ofosunon
349401		fridila				bumirin
349402		fridilas				bumiroa
349403		fridley				bumive
349404		fridleys				bumivein
349405		fridlund				bumiveot
349406		fridman				bemaza
349407		fridrich				afasesot
349408		fridstol				ufusebon
349409		fridstoll				bimoquun
349410		fridstool				efesibe
349411		fridtjof				bomewiot
349412		fridtjofs				bomewio
349413		frie				bumuo
349414		fried				ifitei
349415		frieda				ufutuo
349416		friedan				bomotan
349417		friedanian				afatiro
349418		friedans				bomotaun
349419		friedas				ufutoot
349420		friedberg				ufutoset
349421		friedcake				ofotatot
349422		friedcakes				ofotato
349423		friede				ofotat
349424		friedel				bemetin
349425		friedelane				ifiteze
349426		friedelin				ifitezu
349427		friedelite				ufutozi
349428		frieden				bamatet
349429		friedens				bamatoi
349430		friedensburg				bemetihiun
349431		friedensburgs				bemetihiu
349432		friedenss				bamatoat
349433		friedenssturm				bomotuhui
349434		frieder				bimita
349435		friederi				bimitaet
349436		friederike				bemetion
349437		friedersdorf				efetuzudot
349438		friedheck				bomoteu
349439		friedheim				bemetaon
349440		friedheims				bemetaan
349441		friedhof				ofotaren
349442		friedl				bomoi
349443		friedlae				bomotaat
349444		friedlan				afatizu
349445		friedland				bamatiat
349446		friedlander				ufutozejan
349447		friedle				bemetina
349448		friedlenders				ofotaziji
349449		friedline				ifitezua
349450		friedly				bumute
349451		friedman				bamatuan
349452		friedmanian				ifitepajo
349453		friedmanite				ifitepaja
349454		friedmann				ofotapen
349455		friedmannian				bemetasiu
349456		friedmanns				ofotapon
349457		friedmans				bamatuun
349458		friedreich				ifiteqin
349459		friedreichs				ifitequva
349460		friedric				bumutiin
349461		friedrich				ufutoqi
349462		friedrichite				bimitotaot
349463		friedrichsdor				efetuqazen
349464		friedrichshafen				bumutiteo
349465		friedrichshafens				bumutiteet
349466		friedrichshain				ifiteqoze
349467		friedrichsruh				ufutoqizo
349468		friedrichstal				ifiteqozi
349469		friedrichsthalianum				ufutoqizoa
349470		friedrichstrasse				ufutoqizon
349471		friedrichstrasses				ufutoqizan
349472		friedrick				bimitoan
349473		friedt				bimiot
349474		friel				ofotoa
349475		friend				bemeu
349476		friendable				bamapeun
349477		friendaversary				ifitavalet
349478		friendboy				afatovin
349479		friendcest				ufutevon
349480		friended				ufuteva
349481		friendess				bamapeat
349482		friendflation				bemeponeo
349483		friendful				bamapeu
349484		friendgirl				bemepoun
349485		friendhood				bamapein
349486		friendie				bamapean
349487		friending				ufutevat
349488		friendings				ufuteve
349489		friendish				efetive
349490		friendiversaries				ufutevilon
349491		friendiversary				ofotuvelu
349492		friendle				ifitavat
349493		friendless				ifitavin
349494		friendlesse				ofotuvufon
349495		friendlessly				bumupapian
349496		friendlessness				bamapepuon
349497		friendlessnesses				bumupapiot
349498		friendli				ufutevona
349499		friendlier				bumupaet
349500		friendlies				ifitavot
349501		friendliest				bimipupau
349502		friendlihead				ufutevevu
349503		friendlihood				ifitavavi
349504		friendlike				ofotuvi
349505		friendlily				bamapeot
349506		friendliness				bemepopiu
349507		friendlinesses				bamapepoi
349508		friendling				bimipuin
349509		friendlist				bumupaon
349510		friendliwise				efetivivo
349511		friendly				efetivi
349512		friendlyish				bomopipaon
349513		friendlys				efetivat
349514		friendmaking				ofotuvatin
349515		friendmance				efetivute
349516		friendo				bimipen
349517		friendom				bemepoen
349518		friendorphobia				bumupajaot
349519		friends				bemepot
349520		friendsgiving				bumupabua
349521		friendsh				efetivan
349522		friendship				bimipuu
349523		friendshipless				afatovutin
349524		friendshiplike				ufuteviti
349525		friendshiply				ifitavoti
349526		friendshipper				bumupabau
349527		friendshippy				efetivaten
349528		friendships				bimipubuot
349529		friendshipy				bamapebeo
349530		friendshoring				ofotuveto
349531		friendsies				bamapeua
349532		friendslist				bumupabuan
349533		friendslop				bimipue
349534		friendsmas				bamapeue
349535		friendsome				bamapeui
349536		friendsomeness				efetivacet
349537		friendster				bamapee
349538		friendsville				afatovulan
349539		friendsvilles				afatovulun
349540		friendswood				ofotuvemi
349541		friendswoods				ofotuvemat
349542		friendsy				bimipuet
349543		friendworthy				ifitavecet
349544		friendy				bimipo
349545		friendzone				bemepoon
349546		friendzoned				afatoveco
349547		friendzoner				efetivocu
349548		friendzones				bemeporuan
349549		friendzoning				afatovecun
349550		frienemy				afatozu
349551		frienemyship				ofotuzaru
349552		frienvy				bomopat
349553		frier				ufuta
349554		frieren				bemecot
349555		friern				bomoan
349556		friers				ufutot
349557		frierson				bumucua
349558		fries				bumuqa
349559		friese				bimiota
349560		frieseite				efetizan
349561		friesekaas				bumuqeo
349562		friesen				afatoun
349563		friesian				ofotuso
349564		friesians				ofotuset
349565		friesic				bumuqu
349566		friesics				bumuquot
349567		friesish				ufutesi
349568		friesishs				ufutesat
349569		friesla				ifitaan
349570		friesland				afatozot
349571		frieslander				bamaqisoin
349572		friesner				bemeqeo
349573		frieson				ifitaat
349574		friesz				afatan
349575		frieszs				afatouna
349576		friez				afatu
349577		frieze				ufutuu
349578		friezed				bumumat
349579		friezeless				bomomuin
349580		friezelike				bememii
349581		friezer				bamamet
349582		friezes				ufutiot
349583		friezing				bumumuo
349584		friezings				bumumuet
349585		friezland				bomomau
349586		friezy				ofotun
349587		frifth				efekia
349588		frig				bemona
349589		frigage				bomine
349590		frigate				afalae
349591		frigatebird				bemonopoat
349592		frigatebirds				bemonopoe
349593		frigates				afalabin
349594		frigatoon				bimunue
349595		frigatoons				bimunuin
349596		frigefact				bomivuot
349597		frigefaction				efelamizet
349598		frigefactive				ufulimezin
349599		frigefied				bamevou
349600		frigefies				afalumen
349601		frigefy				ifiloun
349602		frigefying				bomivui
349603		frigerate				bamevuun
349604		frigerated				ufuliqi
349605		frigerates				bamevuu
349606		frigerating				ufuliqegot
349607		frigerator				ifiloqa
349608		friges				bameon
349609		frigg				bomim
349610		frigga				bimuet
349611		friggae				bomime
349612		friggas				bimumi
349613		friggatriskaidekaphobia				bomimadion
349614		frigged				afalau
349615		frigger				efelean
349616		friggers				efelezun
349617		friggin				ufuluan
349618		frigging				afalason
349619		friggings				afalasan
349620		friggitello				ufulusufo
349621		friggle				ufuluon
349622		friggled				bumamoo
349623		friggles				ufuluzan
349624		friggling				bumamoun
349625		friggs				bomie
349626		fright				bemooa
349627		frightable				bameneot
349628		frighted				ufulabon
349629		frighten				ofolibet
349630		frightenable				efelobojo
349631		frightened				bemonoan
349632		frightenedly				efelobojoa
349633		frightenedness				ofolibijot
349634		frightener				bominien
349635		frighteners				bominipuon
349636		frightenest				bemonopie
349637		frighteneth				efelobojoe
349638		frightening				bemonopia
349639		frighteningly				efelobojun
349640		frighteningness				ofolibijan
349641		frightens				ofolibi
349642		frightensome				efelobojet
349643		frighter				afaleba
349644		frightfest				bemonoe
349645		frightfu				efelobu
349646		frightful				bameneo
349647		frightfuler				ufulabaka
349648		frightfulest				ifilubukat
349649		frightfull				ifilubi
349650		frightfuller				bimununoon
349651		frightfullest				bomininein
349652		frightfullier				bimununoat
349653		frightfulliest				bominineo
349654		frightfully				afalebeke
349655		frightfulness				efelobokat
349656		frightfulnesses				afalebeken
349657		frighting				ufulabin
349658		frightless				ifiluben
349659		frightly				efelobe
349660		frightmare				ufulabe
349661		frightment				bameneoa
349662		frights				bemoneta
349663		frightsome				bameneoe
349664		frightsomely				afalebuce
349665		frightsomeness				efelobacat
349666		frighty				bimuni
349667		frigid				afalea
349668		frigida				efelii
349669		frigidai				efelivun
349670		frigidaire				bemoroat
349671		frigidaires				bemorosie
349672		frigidaria				bimuruu
349673		frigidarium				bumarasaun
349674		frigiddaria				ofoluvotat
349675		frigider				bamereun
349676		frigideserta				ufulevadu
349677		frigidest				bumaraen
349678		frigidities				bumaratoun
349679		frigidity				bomirioa
349680		frigidization				bomiriteu
349681		frigidlier				ifilaven
349682		frigidliest				ofoluvuve
349683		frigidly				bemoroon
349684		frigidness				bomirien
349685		frigidnesses				bemorohau
349686		frigidoreceptor				ufulevubon
